id,class,name,num,images,currency,goods_price,goods_ori_price,goods_price_range,watch_num,sold_num,buyer_limit_num,stock_status,fast_ship,free_shipping,youtube_link,video_link,ncc_check_code,bsmi_code,goods_no,available,post_time,spec_type,deliver_way,mode,ship,platform,ctrl_rowid,user,user_credit,pay_way,title_style,selling_g_now_price,item_remaining_time,translation_type,translated_name,min_estimated_delivery_date,max_estimated_delivery_date,update_time,is_brand_seller,is_ruten_choice_seller,is_r_pcstore,is_pcstore,is_goods_from_oversea,is_goods_sale,sale_start_time,sale_end_time,seller_score,is_sale_start_time_editable
21305286509719,0003001200010001,YF泳裝泳具…兒童矽膠泳鏡.防霧泳鏡.蛙鏡.平面光學鏡面【三段式調整.附耳塞】Y503 顏色：粉.水藍.藍,10,"{'filename': '21305286509719_578.jpg,21305286509719_105.jpg,21305286509719_301.jpg', 'url': ['https://gcs.rimg.com.tw/g1/9/bc/97/21305286509719_578.jpg', 'https://gcs.rimg.com.tw/g1/9/bc/97/21305286509719_105.jpg', 'https://gcs.rimg.com.tw/g1/9/bc/97/21305286509719_301.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g1/9/bc/97/21305286509719_578_m.jpg', 'https://gcs.rimg.com.tw/g1/9/bc/97/21305286509719_105_m.jpg', 'https://gcs.rimg.com.tw/g1/9/bc/97/21305286509719_301_m.jpg']}",TWD,250,250,"{'min': 250, 'max': 250, 'ori_min': 250, 'ori_max': 250}",0,0,0,5,0,1,,,,,,True,1369748073,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,250,414447854,,,,,2023-06-06,False,False,False,False,False,False,1369748073,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21534442029950,0003001200010001,YF泳裝-成人快調泳鏡.快調邊扣.矽膠防霧蛙鏡.平面光學鏡面【附耳塞.鼻樑】(郵寄免運費) Y102 粉.藍,14,"{'filename': '21534442029950_145.jpg,21534442029950_751.jpg,21534442029950_187.jpg', 'url': ['https://gcs.rimg.com.tw/g2/3/ff/7e/21534442029950_145.jpg', 'https://gcs.rimg.com.tw/g2/3/ff/7e/21534442029950_751.jpg', 'https://gcs.rimg.com.tw/g2/3/ff/7e/21534442029950_187.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g2/3/ff/7e/21534442029950_145_m.jpg', 'https://gcs.rimg.com.tw/g2/3/ff/7e/21534442029950_751_m.jpg', 'https://gcs.rimg.com.tw/g2/3/ff/7e/21534442029950_187_m.jpg']}",TWD,290,290,"{'min': 290, 'max': 290, 'ori_min': 290, 'ori_max': 290}",0,16,0,5,0,1,,,,,,True,1440130604,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,290,414447854,,,,,2023-06-06,False,False,False,False,False,False,1440130604,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21534442024304,0003001200010001,YF泳裝-成人快調泳鏡.快調邊扣.矽膠防霧蛙鏡.平面光學鏡面【附耳塞.鼻樑】(郵寄免運費) Y102 粉.藍,7,"{'filename': '21534442024304_170.jpg,21534442024304_165.jpg,21534442024304_347.jpg', 'url': ['https://gcs.rimg.com.tw/g2/3/e9/70/21534442024304_170.jpg', 'https://gcs.rimg.com.tw/g2/3/e9/70/21534442024304_165.jpg', 'https://gcs.rimg.com.tw/g2/3/e9/70/21534442024304_347.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g2/3/e9/70/21534442024304_170_m.jpg', 'https://gcs.rimg.com.tw/g2/3/e9/70/21534442024304_165_m.jpg', 'https://gcs.rimg.com.tw/g2/3/e9/70/21534442024304_347_m.jpg']}",TWD,290,290,"{'min': 290, 'max': 290, 'ori_min': 290, 'ori_max': 290}",0,3,0,5,0,1,,,,,,True,1440130545,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,290,414447854,,,,,2023-06-06,False,False,False,False,False,False,1440130546,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21534441880594,0003001200010001,YF泳裝-成人快調泳鏡.快調邊扣.矽膠防霧蛙鏡.平面光學鏡面【附耳塞.鼻樑】(郵寄免運費) Y102 粉.藍,8,"{'filename': '21534441880594_753.jpg,21534441880594_918.jpg,21534441880594_366.jpg', 'url': ['https://gcs.rimg.com.tw/g2/1/b8/12/21534441880594_753.jpg', 'https://gcs.rimg.com.tw/g2/1/b8/12/21534441880594_918.jpg', 'https://gcs.rimg.com.tw/g2/1/b8/12/21534441880594_366.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g2/1/b8/12/21534441880594_753_m.jpg', 'https://gcs.rimg.com.tw/g2/1/b8/12/21534441880594_918_m.jpg', 'https://gcs.rimg.com.tw/g2/1/b8/12/21534441880594_366_m.jpg']}",TWD,290,290,"{'min': 290, 'max': 290, 'ori_min': 290, 'ori_max': 290}",0,3,0,5,0,1,,,,,,True,1440129178,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,290,414447854,,,,,2023-06-06,False,False,False,False,False,False,1440129179,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21407271818281,0003001200010001,YF泳裝泳具-鍍膜泳鏡.電鍍泳鏡.矽膠防霧蛙鏡.平面光學鏡面【免運費】三段式調整.附耳塞 Y107 藍.白.黑,1,"{'filename': '21407271818281_649.jpg,21407271818281_122.jpg,21407271818281_703.jpg', 'url': ['https://gcs.rimg.com.tw/g1/f/24/29/21407271818281_649.jpg', 'https://gcs.rimg.com.tw/g1/f/24/29/21407271818281_122.jpg', 'https://gcs.rimg.com.tw/g1/f/24/29/21407271818281_703.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g1/f/24/29/21407271818281_649_m.jpg', 'https://gcs.rimg.com.tw/g1/f/24/29/21407271818281_122_m.jpg', 'https://gcs.rimg.com.tw/g1/f/24/29/21407271818281_703_m.jpg']}",TWD,390,390,"{'min': 390, 'max': 390, 'ori_min': 390, 'ori_max': 390}",0,9,0,5,0,1,,,,,,True,1406433775,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,390,414447854,,,,,2023-06-06,False,False,False,False,False,False,1406433775,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21308158496962,0003001200010001,YF泳裝泳具…兒童矽膠泳鏡.防霧泳鏡.蛙鏡.平面光學鏡面【免運費】三段式調整.附耳塞 Y502 顏色有粉.藍.黑,17,"{'filename': '21308158496962_276.jpg,21308158496962_973.jpg,21308158496962_64.jpg', 'url': ['https://gcs.rimg.com.tw/g2/8/c8/c2/21308158496962_276.jpg', 'https://gcs.rimg.com.tw/g2/8/c8/c2/21308158496962_973.jpg', 'https://gcs.rimg.com.tw/g2/8/c8/c2/21308158496962_64.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g2/8/c8/c2/21308158496962_276_m.jpg', 'https://gcs.rimg.com.tw/g2/8/c8/c2/21308158496962_973_m.jpg', 'https://gcs.rimg.com.tw/g2/8/c8/c2/21308158496962_64_m.jpg']}",TWD,199,199,"{'min': 199, 'max': 199, 'ori_min': 199, 'ori_max': 199}",0,8,0,5,0,1,,,,,,True,1376541119,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,199,414447854,,,,,2023-08-05,False,False,False,False,False,False,1376541119,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21307179374341,0003001200010001,YF泳裝泳具-成人矽膠泳鏡.矽膠蛙鏡.防霧泳鏡.平面光學鏡面【附耳塞鼻樑】三段式調整 Y101 粉.水藍.藍.透明.黑,10,"{'filename': '21307179374341_312.jpg,21307179374341_944.jpg,21307179374341_519.jpg', 'url': ['https://gcs.rimg.com.tw/g1/c/8f/05/21307179374341_312.jpg', 'https://gcs.rimg.com.tw/g1/c/8f/05/21307179374341_944.jpg', 'https://gcs.rimg.com.tw/g1/c/8f/05/21307179374341_519.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g1/c/8f/05/21307179374341_312_m.jpg', 'https://gcs.rimg.com.tw/g1/c/8f/05/21307179374341_944_m.jpg', 'https://gcs.rimg.com.tw/g1/c/8f/05/21307179374341_519_m.jpg']}",TWD,199,199,"{'min': 199, 'max': 199, 'ori_min': 199, 'ori_max': 199}",0,140,0,5,0,1,,,,,,True,1374026655,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD']",0,199,414447854,,,,,2024-08-26,False,False,False,False,False,False,1374026655,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21307179372798,0003001200010001,YF泳裝泳具-成人矽膠泳鏡.矽膠蛙鏡.防霧泳鏡.平面光學鏡面【附耳塞鼻樑】三段式調整 Y101 粉.水藍.藍.透明.黑,43,"{'filename': '21307179372798_698.jpg,21307179372798_683.jpg,21307179372798_989.jpg', 'url': ['https://gcs.rimg.com.tw/g2/c/88/fe/21307179372798_698.jpg', 'https://gcs.rimg.com.tw/g2/c/88/fe/21307179372798_683.jpg', 'https://gcs.rimg.com.tw/g2/c/88/fe/21307179372798_989.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g2/c/88/fe/21307179372798_698_m.jpg', 'https://gcs.rimg.com.tw/g2/c/88/fe/21307179372798_683_m.jpg', 'https://gcs.rimg.com.tw/g2/c/88/fe/21307179372798_989_m.jpg']}",TWD,199,199,"{'min': 199, 'max': 199, 'ori_min': 199, 'ori_max': 199}",1,38,0,0,0,1,,,,,,True,1374026615,R,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_ZERO', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD']",0,199,414447854,,,,,2024-08-30,False,False,False,False,False,False,1724987172,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21306244023311,0003001200010001,YF泳裝泳具-成人矽膠泳鏡.矽膠蛙鏡.防霧泳鏡.平面光學鏡面【附耳塞鼻樑】三段式調整 Y101 粉.水藍.藍.透明.黑,4,"{'filename': '21306244023311_620.jpg,21306244023311_838.jpg,21306244023311_938.jpg', 'url': ['https://gcs.rimg.com.tw/g1/c/3c/0f/21306244023311_620.jpg', 'https://gcs.rimg.com.tw/g1/c/3c/0f/21306244023311_838.jpg', 'https://gcs.rimg.com.tw/g1/c/3c/0f/21306244023311_938.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g1/c/3c/0f/21306244023311_620_m.jpg', 'https://gcs.rimg.com.tw/g1/c/3c/0f/21306244023311_838_m.jpg', 'https://gcs.rimg.com.tw/g1/c/3c/0f/21306244023311_938_m.jpg']}",TWD,199,199,"{'min': 199, 'max': 199, 'ori_min': 199, 'ori_max': 199}",0,26,0,5,0,1,,,,,,True,1372055980,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD']",0,199,414447854,,,,,2023-06-06,False,False,False,False,False,False,1372055980,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
21306080999939,0003001200010001,YF泳裝泳具…兒童矽膠泳鏡.防霧泳鏡.蛙鏡.平面光學鏡面【三段式調整.附耳塞】Y503 顏色：粉.水藍.藍,8,"{'filename': '21306080999939_785.jpg,21306080999939_38.jpg,21306080999939_615.jpg', 'url': ['https://gcs.rimg.com.tw/g1/4/b2/03/21306080999939_785.jpg', 'https://gcs.rimg.com.tw/g1/4/b2/03/21306080999939_38.jpg', 'https://gcs.rimg.com.tw/g1/4/b2/03/21306080999939_615.jpg'], 'm_url': ['https://gcs.rimg.com.tw/g1/4/b2/03/21306080999939_785_m.jpg', 'https://gcs.rimg.com.tw/g1/4/b2/03/21306080999939_38_m.jpg', 'https://gcs.rimg.com.tw/g1/4/b2/03/21306080999939_615_m.jpg']}",TWD,250,250,"{'min': 250, 'max': 250, 'ori_min': 250, 'ori_max': 250}",0,2,0,5,0,1,,,,,,True,1370676582,N,"{'SEVEN_COD': 35, 'SEVEN': 35, 'FAMI_COD': 35, 'FAMI': 35, 'POST': 0, 'HOUSE': 60, 'COD': 90}",B,A,RUTEN,302560,yf322912,5596,"['PP_PI', 'PP_CRD', 'PP_CRD_N3', 'PP_CRD_N6', 'PAYLINK', 'SEVEN_COD', 'FAMI_COD', 'ATM', 'PS', 'COD']",0,250,414447854,,,,,2023-06-06,False,False,False,False,False,False,1370676582,2145887999,"{'TotalCompletionRate': 1, 'TotalOrderNum': 15, '24hCompletionRate': 0, '24hOrderNum': 0, '3daysCompletionRate': 1, '3daysOrderNum': 11, '7daysCompletionRate': 0, '7daysOrderNum': 0, '14daysCompletionRate': 0, '14daysOrderNum': 0, '21daysCompletionRate': 1, '21daysOrderNum': 4, 'Exceed21daysCompletionRate': 0, 'Exceed21daysOrderNum': 0}",True
